V1,V2,V3
l,84,1461
t,84,1545
t,85,435
f,85,1146
t,86,119
t,86,311
o,86,687
l,86,794
t,87,583
t,87,931
o,87,1162
t,87,1990
t,88,877
f,89,52
l,90,1390
o,90,1686
t,90,1771
f,90,1927
t,91,23
l,91,780
t,92,266
t,92,1728
t,93,1009
t,94,97
o,94,704
t,94,1572
l,94,1635
t,94,1962
t,95,359
l,95,1291
l,95,1476
o,95,1885
t,96,850
f,97,388
t,97,487
t,97,750
o,97,1710
t,98,735
t,98,1190
o,98,1267
o,99,1147
t,99,1553
f,99,1846
l,100,677
t,100,1221
l,101,1025
l,101,1618
t,102,601
l,102,996
f,102,1646
f,102,1798
l,103,1379
l,103,1746
t,104,239
f,104,1524
f,105,1501
f,105,1832
l,105,1904
t,106,584
t,107,134
t,107,220
t,107,765
t,107,1995
t,108,162
t,108,661
l,108,1290
t,109,1307
t,110,263
f,110,402
t,110,899
l,111,1342
f,111,1921
t,112,54
t,112,637
f,112,1861
f,113,1730
t,114,113
l,114,964
o,114,1072
f,114,1424
l,115,324
t,115,795
t,115,1589
t,116,781
f,117,1757
t,118,737
t,118,1214
l,118,1324
t,120,75
l,120,455
l,120,1011
t,121,1105
f,121,1652
f,121,1908
t,122,135
t,122,291
t,122,654
t,122,768
t,122,1156
o,122,1183
f,122,1534
t,123,94
t,123,226
t,123,627
t,123,914
f,123,946
l,123,1338
l,123,1361
t,124,152
t,124,193
t,124,488
t,124,1250
t,124,1805
f,124,1942
f,125,44
t,125,567
l,125,991
t,126,594
f,126,699
t,126,1380
t,126,1999
t,127,836
t,127,895
f,127,1472
f,127,1492
l,128,306
f,129,717
o,129,1074
l,129,1266
l,129,1407
t,129,1559
f,130,353
t,130,679
t,130,1318
f,130,1705
f,130,1836
o,131,434
l,132,405
l,133,2
t,134,1138
t,135,1211
f,135,1864
t,136,118
t,136,560
f,137,1516
f,137,1937
t,138,279
t,138,490
t,138,751
t,138,1001
t,139,70
t,139,1112
t,139,1617
t,139,1791
f,140,1192
o,141,1022
t,141,1961
t,142,540
l,143,14
f,143,947
t,143,1253
t,144,630
l,144,1395
f,146,1454
t,147,1731
t,148,647
o,148,1339
l,148,1383
t,148,1485
t,148,1894
f,148,1943
t,149,897
f,149,1718
t,150,181
t,150,517
l,150,596
l,150,934
o,150,1060
t,150,1757
f,151,425
t,152,726
t,152,1130
t,152,1304
f,152,1418
f,152,1643
l,153,2
t,153,72
t,154,295
t,154,825
f,154,1848
t,154,1871
t,155,159
t,155,261
t,155,660
t,155,1506
l,155,1985
t,156,1225
t,156,1278
f,157,238
t,157,872
o,157,978
t,157,1532
l,158,1399
t,159,28
t,160,1695
l,161,607
t,162,169
t,162,887
f,162,1426
o,164,690
f,164,1022
t,164,1363
l,165,542
t,166,140
l,166,586
t,166,849
o,167,450
l,167,946
o,167,987
t,168,275
t,168,1803
t,169,712
t,169,1149
f,169,1831
t,170,315
t,170,921
t,170,1238
t,170,1588
l,171,621
t,171,658
t,171,1482
t,171,1665
l,172,1278
f,172,1620
t,173,8
f,173,72
o,173,225
f,173,402
l,173,557
t,174,1387
t,175,257
t,175,759
f,175,1100
t,175,1312
t,175,1340
t,176,500
o,176,1193
f,176,1920
t,177,1726
t,178,832
t,178,1784
t,179,43
t,179,888
o,179,1526
t,179,1702
t,179,1867
t,180,770
t,180,1992
t,181,691
t,182,151
t,182,578
f,182,1259
t,182,1411
l,183,536
l,183,706
t,184,129
l,184,1299
t,185,850
t,185,1570
l,186,102
t,186,298
t,186,1675
l,187,561
t,187,1464
f,187,1592
t,187,1958
t,188,1634
t,189,203
t,189,922
t,189,988
t,190,184
t,190,511
t,190,1030
o,190,1159
t,190,1217
t,190,1557
t,191,796
f,191,1829
t,192,245
t,192,398
o,192,491
t,192,1433
t,193,899
t,193,1351
t,195,2
f,195,664
t,195,735
t,196,378
l,196,1606
t,197,225
t,197,876
t,197,1318
t,198,56
l,198,605
t,198,1879
t,198,1982
t,199,781
t,199,1300
t,200,1937
t,201,281
t,201,762
t,201,835
l,201,911
t,202,151
o,202,417
f,202,1623
t,203,90
t,204,14
t,204,345
l,205,106
t,206,1279
t,206,1640
t,206,1785
l,207,522
t,207,689
l,208,720
l,208,931
t,208,972
f,208,1181
l,208,1598
t,208,1763
l,209,581
t,209,797
l,210,746
t,210,1314
t,211,221
o,211,450
o,211,1221
o,211,1907
t,212,1523
l,213,559
l,214,543
o,214,1894
t,215,330
t,215,855
t,215,1262
f,216,602
t,216,1509
f,217,434
t,217,1450
t,218,1248
f,218,1566
t,219,899
l,219,925
f,219,1114
f,219,1195
f,219,1398
t,220,268
t,220,836
t,221,99
f,221,1425
f,221,1839
t,222,34
l,222,729
t,222,1603
t,222,1713
t,222,1999
t,223,129
o,223,1044
f,223,1141
l,223,1815
t,224,11
t,224,820
t,224,1346
o,224,1386
t,225,238
t,225,965
l,225,1296
l,226,888
t,227,753
t,227,1762
l,228,533
l,228,983
t,230,59
o,230,514
t,230,672
l,230,935
o,230,1648
t,231,1262
t,231,1732
t,231,1864
t,232,1780
o,233,1071
t,234,467
t,234,563
t,235,86
t,235,379
t,235,835
t,236,298
f,236,1807
t,237,638
t,237,951
f,237,1434
t,237,1999
t,238,731
t,238,1503
l,238,1543
t,239,273
t,239,344
t,239,549
t,239,599
f,239,1968
t,240,615
o,240,1669
l,241,183
t,241,216
l,241,988
t,241,1355
o,241,1464
t,241,1747
o,242,23
l,242,502
t,242,781
t,242,796
o,242,1226
t,243,897
t,243,1567
t,244,440
o,244,1178
t,244,1275
t,245,329
f,245,1199
t,245,1593
f,245,1624
t,246,121
t,246,1042
t,246,1302
t,248,402
t,248,591
t,248,656
t,248,1402
l,248,1526
f,249,1091
o,249,1125
t,250,685
l,251,494
l,251,975
t,251,1316
f,251,1883
l,252,1540
t,254,40
f,254,231
f,254,251
t,254,555
t,254,630
t,254,871
t,254,932
t,254,1732
t,255,991
t,256,422
t,256,1848
t,257,473
f,257,1918
f,258,1246
t,259,362
t,259,1267
o,259,1666
t,260,1365
t,261,842
t,261,1760
t,262,717
l,262,1037
t,262,1512
t,263,1017
l,263,1170
l,263,1553
t,263,1991
t,264,101
f,264,1201
f,264,1282
o,264,1448
t,264,1828
t,265,388
o,265,1426
l,266,312
t,266,582
t,266,1060
t,266,1387
t,267,14
t,267,182
l,267,249
t,267,532
t,267,810
t,268,265
l,268,1782
t,269,136
t,269,556
t,269,606
t,270,1723
t,270,1861
l,271,281
t,271,691
t,271,733
l,271,756
l,271,1567
t,272,993
t,272,1351
o,272,1647
t,272,1700
f,272,1897
t,273,771
t,274,64
l,274,1039
o,274,1311
t,275,503
t,275,619
t,275,960
t,276,838
t,276,887
o,276,1106
t,277,43
t,277,430
t,277,976
t,278,125
t,278,333
o,278,1607
o,278,1662
f,279,1260
t,280,185
t,280,481
t,280,1999
t,281,1827
t,282,910
l,283,226
t,283,567
t,283,585
o,283,1125
o,284,1281
l,285,452
o,286,247
t,286,1009
t,286,1755
t,287,1433
o,287,1515
t,288,279
f,288,1898
t,289,825
t,289,1461
t,290,691
t,290,1399
o,291,305
o,291,1101
t,291,1743
t,292,179
t,292,778
t,292,1719
t,292,1845
f,292,1879
o,293,1793
o,294,426
t,294,495
t,294,1415
l,295,472
o,295,1561
t,296,147
t,296,212
t,296,803
f,296,1322
f,296,1591
o,297,1499
t,298,289
t,298,577
t,298,1062
o,298,1198
t,299,164
l,299,331
t,299,614
t,299,937
t,299,1856
l,300,75
l,300,456
t,300,547
f,300,850
o,300,1170
f,300,1363
o,303,2
t,303,523
t,303,987
t,304,378
t,304,757
t,304,1473
o,305,1085
t,305,1968
t,306,913
o,306,1583
l,306,1780
t,307,347
o,307,638
o,307,1607
f,307,1837
t,308,1433
t,309,51
t,309,1283
o,309,1537
t,310,367
l,310,880
t,311,741
f,311,839
t,311,1258
l,312,86
l,312,226
o,313,267
l,313,772
t,313,1051
t,313,1397
l,314,18
t,314,564
t,314,1198
o,314,1801
t,315,532
t,315,678
t,315,703
t,315,718
t,315,1692
t,315,1998
l,316,428
l,316,1353
t,318,182
t,318,507
o,318,1504
l,321,34
t,321,580
t,322,929
t,323,496
t,323,787
l,324,116
l,324,447
t,324,464
o,325,400
t,325,1227
t,325,1413
f,325,1621
t,326,69
l,326,747
t,326,1247
o,327,1136
l,327,1768
l,328,209
t,328,1715
l,328,1751
l,329,232
t,329,1210
t,329,1283
t,329,1702
t,330,484
t,330,960
l,331,97
f,331,147
t,331,1267
t,331,1373
f,331,1657
f,332,911
t,333,695
t,333,722
o,333,1101
l,333,1312
f,333,1563
o,334,869
t,334,1812
l,335,413
t,335,532
t,335,1685
t,336,336
t,336,372
t,336,765
t,336,833
o,336,888
t,337,1987
l,338,9
t,338,307
l,338,1174
t,339,253
t,339,1728
t,339,1871
t,340,445
o,341,206
t,341,1144
l,341,1767
t,342,45
f,342,130
t,342,676
t,342,1351
t,343,752
t,343,849
l,343,1530
t,344,390
t,344,1055
l,344,1748
o,344,1849
o,344,1908
t,344,1952
l,346,84
t,346,173
t,346,630
t,346,1027
o,346,1127
o,346,1614
t,346,1642
t,347,1248
t,348,466
t,349,1795
t,350,429
t,350,544
t,350,736
t,350,818
f,351,1097
o,351,1193
t,351,1659
l,352,30
t,353,480
t,354,405
f,355,802
l,355,1291
f,356,114
l,356,1319
t,356,1808
l,357,1739
t,357,1868
l,358,1239
l,359,1765
l,359,1919
o,360,1224
t,360,1421
f,362,216
t,362,266
t,362,388
t,362,498
t,363,62
t,363,166
t,363,471
t,363,599
f,363,1450
t,364,288
t,364,647
t,365,669
l,365,1350
f,365,1372
t,365,1783
l,365,1887
t,365,1988
t,366,1021
t,367,316
l,367,437
t,367,984
l,368,33
l,368,193
l,368,451
t,368,840
l,368,1907
f,368,1959
t,369,142
l,369,1120
l,369,1290
o,369,1591
t,371,579
t,371,817
o,371,1080
t,371,1832
o,372,714
t,372,742
t,372,896
l,372,1745
t,373,800
l,373,1187
t,373,1544
t,373,1637
f,373,1680
t,373,1807
t,374,1056
t,374,1323
t,375,496
t,376,128
f,376,242
t,376,549
t,376,1864
t,377,682
t,377,875
f,378,2
t,379,355
l,379,428
f,380,102
t,380,167
t,380,405
t,380,1354
f,381,33
t,381,907
t,382,587
t,382,1397
l,382,1891
l,383,666
f,383,1013
f,383,1954
l,384,1129
t,384,1279
t,384,1421
l,385,184
t,385,272
l,386,1265
t,386,1536
t,386,1658
t,386,1907
t,386,1999
f,387,47
f,387,714
t,387,773
t,387,847
f,388,1152
t,388,1616
t,388,1696
l,389,646
t,390,569
l,390,1052
t,390,1173
t,391,225
t,391,479
t,391,1111
o,391,1748
t,391,1853
l,392,1974
l,393,966
l,393,1442
t,394,406
t,394,865
t,395,123
t,395,1925
t,397,167
t,397,756
t,397,1083
l,397,1200
l,397,1252
t,397,1563
t,398,578
t,398,1222
l,398,1240
t,398,1774
t,399,1631
t,400,790
o,400,1952
l,401,72
l,401,425
t,401,630
l,401,979
l,401,1031
l,401,1722
t,402,233
t,402,266
l,402,830
o,402,1682
o,403,44
t,403,152
t,403,290
t,403,738
t,403,1349
t,403,1902
t,404,95
l,404,134
t,404,768
f,404,1387
t,405,1292
l,405,1668
l,406,1736
t,407,562
t,408,542
t,408,905
t,408,1184
l,408,1654
t,409,490
l,409,602
o,410,28
o,410,1436
t,410,1600
t,410,1891
l,411,1048
l,411,1710
t,412,112
t,412,1302
t,413,321
f,413,709
t,413,802
t,413,1838
l,414,65
t,414,176
o,414,1266
f,414,1998
f,415,211
t,415,413
t,415,474
t,415,1946
t,415,1972
o,416,2
l,417,371
t,417,434
t,417,679
t,418,1903
t,418,1921
t,419,235
t,419,1123
l,419,1240
l,419,1253
t,421,619
t,421,639
t,421,749
l,421,1380
l,421,1668
t,421,1760
f,421,1849
f,422,1491
f,422,1513
t,422,1569
t,422,1622
t,422,1728
t,423,284
l,423,340
t,423,880
l,423,1368
t,423,1820
l,424,583
o,424,718
t,426,864
t,426,952
f,426,1473
t,427,978
t,427,1339
l,427,1710
l,428,652
t,428,1216
f,428,1393
t,428,1599
t,429,1006
f,429,1427
t,430,1162
t,431,147
t,431,250
f,431,520
t,431,538
t,432,174
t,432,1040
t,432,1263
l,432,1651
f,433,18
t,433,365
l,433,759
t,433,1025
t,434,160
t,434,792
t,434,1056
f,434,1522
o,434,1761
l,434,1830
l,435,599
t,435,1960
l,436,690
l,436,899
t,436,1121
f,437,1543
t,438,1999
l,439,582
t,439,1304
t,439,1384
l,439,1697
f,439,1879
t,440,63
t,440,1183
t,440,1798
l,441,637
t,441,854
f,441,950
t,441,1609
t,442,1143
t,442,1251
t,443,429
t,443,474
f,444,29
t,444,114
t,444,1317
t,445,840
t,445,1777
l,446,542
t,446,1372
t,446,1902
l,447,172
l,447,560
l,447,619
f,447,1514
t,447,1630
t,447,1985
t,448,245
l,448,1730
t,449,229
t,449,759
l,450,602
t,450,1234
l,450,1677
t,451,379
t,451,1463
t,451,1496
t,452,1203
f,452,1587
t,452,1914
l,453,349
t,453,452
l,453,1655
t,454,51
l,454,1753
t,455,513
t,455,919
l,455,1801
o,456,1446
f,456,1708
t,457,1127
l,457,1888
f,458,675
f,458,1335
l,459,191
t,459,745
t,459,1941
t,460,286
l,460,544
l,460,627
o,460,1363
f,461,2
l,461,211
t,461,311
o,461,327
l,461,1632
o,462,711
t,462,986
t,462,1013
t,463,78
l,463,904
t,463,1099
t,463,1163
t,463,1616
l,463,1836
t,464,498
l,464,834
l,464,927
l,464,1819
t,464,1910
l,465,587
t,465,1410
l,466,609
t,466,974
f,466,1277
t,466,1596
t,467,167
t,467,1041
t,467,1735
f,467,1868
t,468,648
t,468,1223
f,468,1697
t,468,1774
t,469,569
t,470,537
t,470,1142
t,471,363
l,472,27
l,472,726
t,472,862
t,472,1085
o,473,941
o,473,1433
l,474,752
t,474,892
t,474,1195
f,474,1501
t,476,1965
t,476,1999
o,477,1527
l,478,919
t,478,1619
l,478,1659
t,479,295
t,480,239
f,480,820
t,480,1335
l,480,1463
l,480,1849
t,481,318
t,481,842
t,481,1057
t,481,1128
t,481,1937
f,482,681
t,482,1751
t,482,1822
t,483,460
t,484,74
t,484,496
o,484,1105
f,485,194
t,485,1033
f,485,1384
t,485,1572
f,486,989
l,486,1156
o,488,408
l,488,747
t,488,1002
t,488,1294
f,488,1600
l,488,1736
t,489,472
o,489,1137
t,491,244
t,491,271
t,491,720
l,491,1769
f,491,1798
t,492,43
t,492,140
t,492,162
o,492,1526
t,493,604
t,493,1043
t,494,518
t,494,632
t,494,866
o,494,1670
t,496,887
t,496,1955
f,497,1190
o,497,1223
o,497,1626
t,498,542
l,498,1641
l,498,1882
t,499,324
o,499,385
t,499,931
f,499,1692
t,499,1999
t,500,1981
t,501,651
f,501,1415
t,502,187
l,502,1287
t,503,2
t,503,21
t,503,675
t,503,906
f,504,778
l,504,807
t,504,1367
o,504,1715
t,504,1759
t,504,1942
t,505,567
t,506,289
l,507,218
f,507,473
t,508,598
o,508,1327
t,508,1562
f,509,249
l,509,1308
l,509,1742
t,510,1149
o,510,1831
l,511,1344
l,511,1876
t,512,124
l,512,1658
t,513,960
f,513,1003
t,513,1197
f,513,1384
l,513,1610
f,513,1703
l,514,745
t,514,1769
t,514,1804
t,515,629
t,515,1576
t,515,1974
t,516,689
o,516,1275
f,516,1686
l,516,1903
t,517,179
l,517,1625
t,518,716
t,518,1174
t,519,764
t,519,855
o,519,1929
f,521,482
o,521,1229
o,522,1142
t,523,570
o,523,1130
o,523,1430
l,523,1588
o,523,1887
l,524,221
o,524,1455
t,525,556
o,525,1099
t,526,242
t,526,324
o,526,406
t,526,776
t,527,101
o,527,1334
l,527,1720
t,527,1991
t,528,137
t,528,298
t,528,608
o,529,1252
o,529,1400
l,529,1639
t,529,1857
t,530,664
l,531,680
t,531,989
l,531,1601
t,531,1954
f,532,1020
t,533,63
o,533,1551
l,533,1661
t,533,1912
t,534,627
l,535,511
l,535,1620
t,536,835
t,536,1766
t,536,1939
t,537,308
o,537,375
t,538,445
o,538,1093
o,538,1205
f,538,1509
t,539,80
t,539,114
t,539,760
t,539,810
o,539,1140
t,539,1736
t,540,923
t,540,951
t,542,193
t,542,999
t,542,1877
t,543,561
t,543,670
f,544,483
l,544,1441
t,544,1705
l,544,1999
t,545,130
l,545,588
t,545,783
t,545,979
t,545,1691
t,546,1912
t,548,707
o,548,1175
l,548,1980
t,549,648
t,550,1718
t,551,260
t,551,1855
l,551,1966
t,552,95
t,552,625
t,552,754
o,552,1144
t,553,240
t,553,943
l,553,1569
l,553,1642
t,553,1816
t,555,1542
t,556,742
l,556,1624
t,556,1837
t,556,1866
o,557,1466
t,558,2
t,558,71
o,558,341
o,558,471
t,558,725
t,558,1608
o,558,1735
t,559,561
t,559,677
t,559,1788
l,559,1928
t,560,146
o,560,438
t,560,704
t,561,1026
o,561,1077
l,562,1944
t,563,59
t,563,766
t,563,1496
t,564,208
o,564,1426
t,564,1668
l,564,1958
t,565,1908
t,566,655
t,566,902
o,566,1156
l,566,1593
t,566,1683
t,567,640
l,568,1971
t,570,117
t,570,132
t,570,882
l,570,1558
t,571,241
l,572,1932
t,573,734
t,575,1809
t,576,675
t,576,920
o,577,461
o,577,1163
t,577,1844
t,578,693
l,578,946
t,578,1619
f,578,1641
t,580,6
t,580,983
t,581,388
t,581,962
t,581,1292
o,581,1331
o,581,1770
t,582,18
t,582,143
t,582,1306
t,583,1275
l,583,1962
l,584,998
t,584,1257
t,584,1532
l,584,1978
t,585,170
t,585,863
t,585,1433
t,585,1475
l,585,1790
t,586,1034
t,587,371
f,587,524
t,587,812
t,587,828
t,588,707
l,588,1992
t,589,1550
t,589,1692
t,590,1599
t,591,135
t,591,567
l,591,934
t,591,1887
o,592,472
f,592,591
t,593,158
t,593,798
l,593,1936
t,594,1185
t,594,1714
t,595,116
f,595,1351
t,596,1060
t,596,1636
t,596,1735
l,596,1835
t,597,409
l,598,54
f,598,1320
t,599,76
l,599,973
t,599,1162
l,600,1805
t,602,299
t,602,367
t,602,654
l,602,1999
t,603,351
t,603,620
t,603,676
t,603,1040
t,603,1615
t,603,1680
l,603,1970
l,604,910
o,604,1361
t,604,1587
l,604,1861
l,604,1908
t,604,1949
t,605,393
f,605,547
t,605,785
t,605,1101
t,606,138
t,606,1140
l,607,42
t,607,1448
t,608,1525
t,609,163
o,609,639
l,609,874
t,609,1286
t,610,290
t,610,475
t,610,1067
f,610,1473
l,610,1895
t,611,326
t,611,431
o,611,517
t,611,604
t,611,982
t,611,1023
o,611,1208
t,611,1783
t,612,15
t,612,722
l,612,925
t,612,1175
o,612,1223
t,613,184
t,613,1647
l,613,1835
t,614,1270
t,615,809
l,615,950
t,615,1739
o,615,1805
t,616,93
t,616,845
l,616,1006
l,616,1859
o,616,1921
t,617,761
l,617,906
f,620,2
o,620,411
l,620,888
t,620,1759
l,621,1961
l,622,24
t,622,1385
t,622,1560
t,622,1673
l,623,67
t,623,118
o,623,200
l,623,378
t,623,790
f,623,1340
t,623,1657
l,623,1883
l,623,1987
t,624,618
t,624,1370
l,624,1826
t,625,298
l,625,396
t,626,364
o,627,1694
t,628,1604
l,628,1810
l,628,1906
t,629,1585
l,629,1932
t,630,750
o,630,833
l,630,999
t,631,191
o,631,485
f,631,520
t,631,1082
t,631,1263
l,631,1855
l,631,1951
t,632,161
t,632,699
l,632,879
t,633,668
t,633,1034
t,634,52
t,634,263
t,634,647
l,634,1102
t,634,1777
l,635,863
l,635,1629
l,636,768
l,638,600
l,638,815
o,638,1070
t,638,1742
t,639,283
t,639,1418
l,639,1826
l,639,1974
t,641,102
f,641,1204
l,642,1051
t,642,1546
t,643,378
l,643,1878
l,643,1920
t,644,631
l,644,841
t,644,1724
t,645,727
t,645,1667
t,646,326
t,646,1406
t,647,352
t,647,433
t,647,581
l,647,1849
l,648,775
t,648,1387
t,648,1592
o,648,1759
t,649,91
l,649,876
l,649,1024
f,649,1235
t,650,122
l,650,890
f,650,1147
t,650,1781
l,650,1797
t,651,59
t,651,996
l,651,1903
l,652,819
f,652,959
f,652,1126
t,653,387
t,653,1709
t,654,251
t,654,613
f,654,940
f,655,298
l,655,1811
t,656,1322
l,656,1830
l,656,1931
t,658,274
t,658,1557
l,658,1886
f,659,517
t,660,183
t,660,206
o,660,790
t,660,1360
t,660,1434
t,660,1478
l,660,1722
t,661,333
l,662,718
l,662,749
f,663,1204
t,663,1512
t,664,36
f,664,555
t,664,659
t,664,682
l,664,1291
l,664,1791
t,664,1853
t,666,1013
l,666,1034
l,666,1387
t,666,1566
t,667,403
o,667,1049
f,667,1271
l,667,1603
l,667,1618
o,667,1752
l,667,1775
l,667,1926
t,668,361
t,668,812
t,668,1873
t,669,730
l,669,1806
l,669,1952
t,670,703
l,670,896
t,671,597
f,671,1240
l,671,1704
t,672,425
l,672,911
l,672,1670
l,672,1835
t,673,10
l,673,1908
f,674,951
l,674,1642
l,674,1819
t,676,320
f,677,1132
l,677,1963
f,678,500
t,678,865
t,678,1552
l,678,1890
t,679,36
t,679,90
l,679,1989
t,680,832
f,681,637
t,682,277
t,682,583
t,682,846
t,682,1299
t,682,1327
t,682,1463
t,682,1521
l,682,1586
l,682,1783
l,682,1977
o,683,376
f,683,416
t,683,1387
t,684,210
t,684,678
t,685,226
t,685,790
o,685,1027
o,685,1429
l,685,1770
t,686,1492
l,687,697
l,687,906
o,687,1198
l,687,1610
l,687,1695
l,687,1795
t,688,165
o,688,466
t,688,713
l,688,1827
t,689,559
t,689,664
f,689,760
t,690,343
t,690,1342
l,690,1956
o,691,532
t,691,1472
t,692,872
l,692,1811
t,693,316
l,693,1745
t,694,747
f,695,451
t,695,810
l,695,1008
l,695,1684
l,696,774
f,696,967
t,697,62
o,697,1145
f,697,1728
l,697,1975
t,698,369
t,698,705
l,698,911
t,698,1433
o,698,1565
l,698,1767
t,699,147
t,699,685
o,699,1602
l,699,1848
t,700,97
t,700,620
l,700,938
l,700,1782
t,700,1936
l,701,12
t,701,1410
l,702,36
o,702,1163
t,702,1510
t,702,1986
t,703,1361
t,703,1901
t,704,1248
t,704,1320
t,705,1054
o,705,1075
o,705,1190
t,706,277
o,706,587
f,706,1714
t,707,128
t,707,185
t,707,660
f,707,1129
l,707,1747
t,708,1814
t,709,231
f,709,500
o,711,961
t,712,1591
t,712,1875
f,713,1290
t,714,211
t,714,340
t,714,872
f,714,1224
f,714,1705
t,714,1832
t,715,119
l,715,772
t,715,1305
t,715,1386
l,715,1456
l,715,1479
t,715,1917
t,716,12
l,716,1636
o,717,1659
l,717,1991
f,718,469
f,718,1402
t,718,1560
t,719,360
t,719,743
l,719,1494
l,720,80
l,720,982
l,720,1757
l,720,1776
f,722,625
l,722,1059
t,723,280
f,723,1255
l,723,1528
f,725,533
t,725,720
l,725,1076
f,725,1612
t,726,903
t,726,1467
t,727,95
f,727,1591
t,727,1872
t,728,165
t,728,231
f,728,423
t,728,814
l,728,1514
l,728,1543
t,728,1839
t,729,1903
f,731,556
f,731,784
f,731,1430
o,731,1680
o,733,35
l,733,116
o,734,20
o,734,316
o,734,941
t,734,963
t,735,84
t,735,1959
f,736,1263
t,736,1793
t,736,1811
t,737,643
o,737,751
t,737,1092
o,737,1138
t,737,1773
o,738,368
t,738,1370
t,738,1890
f,739,1224
t,739,1243
f,739,1627
t,739,1828
o,740,983
l,741,350
l,742,64
t,742,713
t,742,1389
t,743,847
f,743,1126
o,743,1183
t,743,1758
f,744,465
l,744,1848
t,745,224
o,745,675
t,745,859
t,746,895
t,746,1030
t,746,1490
l,747,111
t,747,694
o,747,1303
t,748,140
f,748,1560
f,748,1583
t,749,173
t,749,658
t,749,779
t,749,1364
t,749,1471
f,749,1604
f,750,549
l,750,641
o,750,1006
f,750,1415
t,751,1097
f,751,1271
l,751,1741
l,751,1818
t,751,1983
t,752,277
t,752,800
t,752,825
f,752,1647
f,752,1690
t,752,1791
t,753,189
t,753,387
l,753,1451
l,754,1836
f,755,533
o,755,617
t,755,1073
f,755,1251
f,755,1529
t,756,982
f,756,1711
f,756,1779
t,757,1060
l,758,116
t,758,157
l,758,345
t,758,1347
l,760,1316
t,760,1331
l,761,1761
t,762,1955
o,763,560
t,763,737
l,764,960
l,764,1999
l,765,766
l,765,1565
o,765,1742
t,766,238
l,766,782
t,766,833
l,767,38
t,767,414
t,767,1456
o,768,944
t,768,1857
o,769,1221
f,769,1422
l,769,1608
t,770,21
f,770,1124
t,770,1878
l,771,319
l,771,332
t,771,801
t,772,389
l,772,871
l,772,999
l,773,128
l,773,146
t,773,180
f,773,256
l,774,55
t,774,1531
t,774,1844
f,775,452
f,775,478
t,775,848
t,775,1311
l,775,1356
